"UNIT","GEO","TIME","DAYSWEEK","SEX","ACL00","Value","Flag and Footnotes"
"Time spent (hh:mm)","France","2010","All days of the week","Total","Reading, except books","0:13",""
"Time spent (hh:mm)","France","2010","All days of the week","Total","TV and video","2:00",""
"Time spent (hh:mm)","France","2010","All days of the week","Total","Radio and music","0:02",""
"Time spent (hh:mm)","France","2010","All days of the week","Total","Unspecified leisure ","0:01",""
"Time spent (hh:mm)","France","2010","All days of the week","Total","Travel except travel related to jobs","1:29",""
"Time spent (hh:mm)","France","2010","All days of the week","Total","Travel to/from work","0:25",""
"Time spent (hh:mm)","France","2010","All days of the week","Total","Travel related to study","0:01",""
"Time spent (hh:mm)","France","2010","All days of the week","Total","Travel related to shopping and services","0:08",""
"Time spent (hh:mm)","France","2010","All days of the week","Total","Transporting a child","0:05",""
"Time spent (hh:mm)","France","2010","All days of the week","Total","Travel related to other household purposes","0:03",""
"Time spent (hh:mm)","France","2010","All days of the week","Total","Travel related to leisure, social and associative life","0:15",""
"Time spent (hh:mm)","France","2010","All days of the week","Total","Unspecified travel","0:25",""
"Time spent (hh:mm)","France","2010","All days of the week","Total","Unspecified time use","0:07",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Personal care","11:11",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Sleep","8:21",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Eating","1:57",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Other and/or unspecified personal care","0:54",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Employment, related activities and travel as part of/during main and second job","3:12",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Main and second job and related travel","3:10",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Activities related to employment and unspecified employment","0:02",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Study","0:13",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","School and university except homework","0:04",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Homework","0:08",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Free time study","0:01",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Household and family care","3:25",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Food management except dish washing","0:52",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Dish washing","0:13",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Cleaning dwelling","0:48",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Household upkeep except cleaning dwelling","0:07",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Laundry","0:04",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Ironing","0:09",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Handicraft and producing textiles and other care for textiles","0:03",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Gardening; other pet care","0:10",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Tending domestic animals","0:01",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Caring for pets","0:01",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Walking the dog","0:02",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Construction and repairs ","0:02",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Shopping and services","0:29",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Childcare, except teaching, reading and talking","0:11",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Teaching, reading and talking with child","0:08",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Household management and help family member","0:03",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Leisure, social and associative life","4:35",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Organisational work","0:02",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Informal help to other households","0:08",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Participatory activities","0:05",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Visiting and feasts","0:20",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Other social life","0:31",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Entertainment and culture","0:04",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Resting","0:34",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Walking and hiking","0:21",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Sports and outdoor activities except walking and hiking","0:10",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Computer games","0:01",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Computing","0:07",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Hobbies and games except computing and computer games","0:08",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Reading books","0:06",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Reading, except books","0:12",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","TV and video","1:45",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Radio and music","0:02",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Unspecified leisure ","0:00",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Travel except travel related to jobs","1:23",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Travel to/from work","0:26",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Travel related to study","0:02",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Travel related to shopping and services","0:14",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Transporting a child","0:04",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Travel related to other household purposes","0:02",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Travel related to leisure, social and associative life","0:30",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Unspecified travel","0:04",""
"Time spent (hh:mm)","Italy","2010","All days of the week","Total","Unspecified time use","0:01",""
"Time spent (hh:mm)","Luxembourg","2010","All days of the week","Total","Personal care","11:27",""
"Time spent (hh:mm)","Luxembourg","2010","All days of the week","Total","Sleep","8:37",""
"Time spent (hh:mm)","Luxembourg","2010","All days of the week","Total","Eating","1:54",""
"Time spent (hh:mm)","Luxembourg","2010","All days of the week","Total","Other and/or unspecified personal care","0:56",""
"Time spent (hh:mm)","Luxembourg","2010","All days of the week","Total","Employment, related activities and travel as part of/during main and second job","3:26",""
"Time spent (hh:mm)","Luxembourg","2010","All days of the week","Total","Main and second job and related travel","3:23",""
"Time spent (hh:mm)","Luxembourg","2010","All days of the week","Total","Activities related to employment and unspecified employment","0:03",""
"Time spent (hh:mm)","Luxembourg","2010","All days of the week","Total","Study","0:14",""
"Time spent (hh:mm)","Luxembourg","2010","All days of the week","Total","School and university except homework","0:07",""
"Time spent (hh:mm)","Luxembourg","2010","All days of the week","Total","Homework","0:06",""
"Time spent (hh:mm)","Luxembourg","2010","All days of the week","Total","Free time study","0:02",""
"Time spent (hh:mm)","Luxembourg","2010","All days of the week","Total","Household and family care","2:49",""
"Time spent (hh:mm)","Luxembourg","2010","All days of the week","Total","Food management except dish washing","0:33",""
"Time spent (hh:mm)","Luxembourg","2010","All days of the week","Total","Dish washing","0:14",""
"Time spent (hh:mm)","Luxembourg","2010","All days of the week","Total","Cleaning dwelling","0:13",""
"Time spent (hh:mm)","Luxembourg","2010","All days of the week","Total","Household upkeep except cleaning dwelling","0:19",""
"Time spent (hh:mm)","Luxembourg","2010","All days of the week","Total","Laundry","0:05",""
"Time spent (hh:mm)","Luxembourg","2010","All days of the week","Total","Ironing","0:10",""
"Time spent (hh:mm)","Luxembourg","2010","All days of the week","Total","Handicraft and producing textiles and other care for textiles","0:01",""
"Time spent (hh:mm)","Luxembourg","2010","All days of the week","Total","Gardening; other pet care","0:07",""
"Time spent (hh:mm)","Luxembourg","2010","All days of the week","Total","Tending domestic animals","0:02",""
"Time spent (hh:mm)","Luxembourg","2010","All days of the week","Total","Caring for pets","0:01",""
"Time spent (hh:mm)","Luxembourg","2010","All days of the week","Total","Walking the dog","0:07",""
"Time spent (hh:mm)","Luxembourg","2010","All days of the week","Total","Construction and repairs ","0:06",""
"Time spent (hh:mm)","Luxembourg","2010","All days of the week","Total","Shopping and services","0:26",""
"Time spent (hh:mm)","Luxembourg","2010","All days of the week","Total","Childcare, except teaching, reading and talking","0:13",""
"Time spent (hh:mm)","Luxembourg","2010","All days of the week","Total","Teaching, reading and talking with child","0:07",""
"Time spent (hh:mm)","Luxembourg","2010","All days of the week","Total","Household management and help family member","0:05",""
"Time spent (hh:mm)","Luxembourg","2010","All days of the week","Total","Leisure, social and associative life","4:33",""
"Time spent (hh:mm)","Luxembourg","2010","All days of the week","Total","Organisational work","0:03",""
"Time spent (hh:mm)","Luxembourg","2010","All days of the week","Total","Informal help to other households","0:04",""
"Time spent (hh:mm)","Luxembourg","2010","All days of the week","Total","Participatory activities","0:04",""
